customer_id,name,plan,monthly_spend,tenure_months,home_tower_id,tower_id,latitude,longitude,city,health_status,anomaly_experienced_count,is_on_unhealthy_tower,churned
C20077,Zashil Kara,Unlimited,2909.29,35,T1010,T1010,13.027407874069294,80.26537542842367,Chennai,Unhealthy,0,1,0
C20078,Chaman Shetty,Unlimited,7627.29,56,T1007,T1007,28.610000621939115,77.29976806308876,Delhi,Healthy,0,0,0
C20079,Isaiah Sarin,Standard_20GB,1808.12,17,T1038,T1038,13.034349083727689,77.59992581648865,Bengaluru,Healthy,0,0,0
C20080,Ijaya Suresh,Unlimited,3692.33,6,T1002,T1002,12.961702667587774,77.59965517818893,Bengaluru,Healthy,1,0,0
C20081,Anya Deo,Premium_100GB,4425.95,24,T1045,T1045,19.041617030288958,72.94805647557712,Mumbai,Healthy,0,0,0
C20082,Upkaar Bawa,Premium_100GB,1174.16,42,T1030,T1030,12.99871592770494,77.62670506809408,Bengaluru,Healthy,1,0,0
C20083,Teerth Chhabra,Unlimited,1563.24,43,T1038,T1038,13.034349083727689,77.59992581648865,Bengaluru,Healthy,0,0,0
C20084,Ekavir Gandhi,Premium_100GB,4116.43,19,T1021,T1021,13.02769764742668,77.62745366548258,Bengaluru,Healthy,0,0,0
C20085,Mitesh Lala,Unlimited,4216.25,70,T1043,T1043,12.993855983198662,77.6259189313666,Bengaluru,Healthy,1,0,0
C20086,Ayushman Prabhakar,Basic_5GB,3346.92,63,T1042,T1042,13.02905334666557,80.28486841405483,Chennai,Healthy,0,0,0
C20087,Yashica Goel,Premium_100GB,4384.03,70,T1048,T1048,19.129969470149558,72.88423945036011,Mumbai,Healthy,0,0,0
C20088,Thomas Karnik,Premium_100GB,390.98,27,T1037,T1037,28.52690785937098,77.2997725096253,Delhi,Healthy,0,0,0
C20089,Ojasvi Mital,Unlimited,6934.59,69,T1049,T1049,19.056050794276302,72.87180681526907,Mumbai,Healthy,0,0,0
C20090,Yashica Chacko,Premium_100GB,4830.32,29,T1009,T1009,19.07128836279437,72.86222737490004,Mumbai,Unhealthy,0,1,1
C20091,Krish Mukherjee,Basic_5GB,6691.49,30,T1029,T1029,13.069496530670513,80.20572406593942,Chennai,Healthy,0,0,0
C20092,Hiral Prashad,Basic_5GB,2912.5,26,T1012,T1012,13.023810211330176,80.21192951781012,Chennai,Healthy,0,0,0
C20093,Manan Shan,Unlimited,1275.55,12,T1011,T1011,19.00641247153387,72.83795253569993,Mumbai,Healthy,1,0,1
C20094,Gopal Nagy,Unlimited,1659.5,62,T1021,T1021,13.02769764742668,77.62745366548258,Bengaluru,Healthy,0,0,0
C20095,Chavvi Ganguly,Premium_100GB,2329.17,47,T1027,T1027,19.079402149123208,72.91569286619138,Mumbai,Healthy,0,0,0
C20096,Saumya Vaidya,Basic_5GB,6765.44,28,T1048,T1048,19.129969470149558,72.88423945036011,Mumbai,Healthy,0,0,0
C20097,Vivaan Rao,Premium_100GB,339.22,13,T1008,T1008,12.93990344119929,77.62464901721242,Bengaluru,Healthy,0,0,0
C20098,Chaman Dewan,Standard_20GB,1886.09,13,T1024,T1024,28.683406618513967,77.12076926840687,Delhi,Healthy,0,0,0
C20099,Balhaar Bhatnagar,Premium_100GB,1674.92,16,T1045,T1045,19.041617030288958,72.94805647557712,Mumbai,Healthy,0,0,0
C20100,Robert Mitra,Premium_100GB,292.73,4,T1038,T1038,13.034349083727689,77.59992581648865,Bengaluru,Healthy,0,0,0
C20101,Ekta Dada,Premium_100GB,6746.48,50,T1027,T1027,19.079402149123208,72.91569286619138,Mumbai,Healthy,0,0,0
C20102,Tarak Anne,Standard_20GB,7405.85,54,T1013,T1013,13.01591161005511,80.20334529669032,Chennai,Healthy,0,0,0
C20103,Lopa Chaudry,Basic_5GB,1589.46,13,T1018,T1018,13.016560059757204,77.56755670675297,Bengaluru,Unhealthy,0,1,0
C20104,Vaishnavi Iyer,Standard_20GB,6232.25,29,T1019,T1019,28.60387565720649,77.13121231134181,Delhi,Healthy,0,0,0
C20105,Ishani Suresh,Standard_20GB,1828.99,16,T1007,T1007,28.610000621939115,77.29976806308876,Delhi,Healthy,0,0,0
C20106,Megha Bhatt,Premium_100GB,2358.99,39,T1016,T1016,12.981535478694678,77.55241247636768,Bengaluru,Healthy,1,0,0
C20107,Vrinda Sem,Basic_5GB,4882.54,32,T1011,T1011,19.00641247153387,72.83795253569993,Mumbai,Healthy,1,0,0
C20108,Radhika Mutti,Basic_5GB,6282.64,24,T1019,T1019,28.60387565720649,77.13121231134181,Delhi,Healthy,0,0,0
C20109,Neha Prasad,Standard_20GB,6506.35,33,T1042,T1042,13.02905334666557,80.28486841405483,Chennai,Healthy,0,0,0
C20110,Jatin Yadav,Standard_20GB,7848.7,47,T1013,T1013,13.01591161005511,80.20334529669032,Chennai,Healthy,0,0,0
C20111,Vaishnavi Narayanan,Standard_20GB,1875.22,71,T1025,T1025,28.509918874028973,77.29217705038093,Delhi,Unhealthy,0,1,0
C20112,Bakhshi Oak,Standard_20GB,3648.82,5,T1011,T1011,19.00641247153387,72.83795253569993,Mumbai,Healthy,1,0,1
C20113,Wahab Kamdar,Basic_5GB,5827.22,66,T1002,T1002,12.961702667587774,77.59965517818893,Bengaluru,Healthy,1,0,0
C20114,Gabriel Kashyap,Premium_100GB,1267.25,39,T1034,T1034,28.52821554211284,77.25885676527254,Delhi,Unhealthy,0,1,0
C20115,Manbir Upadhyay,Premium_100GB,7886.14,35,T1013,T1013,13.01591161005511,80.20334529669032,Chennai,Healthy,0,0,0
C20116,Chakrika Singhal,Premium_100GB,4792.36,62,T1049,T1049,19.056050794276302,72.87180681526907,Mumbai,Healthy,0,0,0
C20117,Ridhi Goswami,Unlimited,7508.53,43,T1024,T1024,28.683406618513967,77.12076926840687,Delhi,Healthy,0,0,0
C20118,Qarin Dass,Unlimited,2871.54,44,T1033,T1033,19.147865118274986,72.93988551203643,Mumbai,Healthy,0,0,0
C20119,Zashil Kaur,Premium_100GB,6206.95,50,T1047,T1047,19.091529343236644,72.86963493972571,Mumbai,Healthy,0,0,0
C20120,Lakshmi Mani,Premium_100GB,370.06,20,T1035,T1035,28.53740991908231,77.20763735769783,Delhi,Healthy,0,0,0
C20121,Vedant Varma,Premium_100GB,2435.46,28,T1000,T1000,19.041812178251856,72.9302714580966,Mumbai,Healthy,0,0,0
C20122,Isaiah Apte,Premium_100GB,5274.14,29,T1040,T1040,19.12596670726637,72.88051027309317,Mumbai,Healthy,0,0,0
C20123,Vihaan Bhatti,Unlimited,5940.83,10,T1029,T1029,13.069496530670513,80.20572406593942,Chennai,Healthy,0,0,0
C20124,Akshay Kanda,Basic_5GB,7977.3,56,T1004,T1004,13.00034409162078,77.55642614044618,Bengaluru,Healthy,0,0,0
C20125,Yashawini Rama,Premium_100GB,4698.04,8,T1031,T1031,19.111136234270827,72.83193144170211,Mumbai,Healthy,0,0,0
C20126,Devansh Srinivas,Standard_20GB,522.23,46,T1046,T1046,28.587758677810275,77.21375286662766,Delhi,Unhealthy,0,1,0
C20127,Saumya Dewan,Standard_20GB,3443.13,18,T1006,T1006,13.042623276281724,80.23720852431478,Chennai,Healthy,0,0,0
C20128,Sneha Uppal,Unlimited,1123.52,37,T1007,T1007,28.610000621939115,77.29976806308876,Delhi,Healthy,0,0,0
C20129,Ridhi Nanda,Unlimited,4493.0,33,T1009,T1009,19.07128836279437,72.86222737490004,Mumbai,Unhealthy,0,1,0
C20130,Isaiah Bail,Premium_100GB,1497.77,61,T1019,T1019,28.60387565720649,77.13121231134181,Delhi,Healthy,0,0,0
C20131,Unni Vyas,Standard_20GB,438.39,15,T1027,T1027,19.079402149123208,72.91569286619138,Mumbai,Healthy,0,0,0
C20132,Adya Chawla,Standard_20GB,2827.87,11,T1030,T1030,12.99871592770494,77.62670506809408,Bengaluru,Healthy,1,0,0
C20133,Vansha Ramakrishnan,Basic_5GB,4388.81,3,T1045,T1045,19.041617030288958,72.94805647557712,Mumbai,Healthy,0,0,0
C20134,Manthan Goswami,Premium_100GB,2036.06,16,T1019,T1019,28.60387565720649,77.13121231134181,Delhi,Healthy,0,0,1
C20135,Raghav Bobal,Unlimited,7289.71,37,T1006,T1006,13.042623276281724,80.23720852431478,Chennai,Healthy,0,0,0
C20136,Meera Gole,Basic_5GB,295.22,60,T1002,T1002,12.961702667587774,77.59965517818893,Bengaluru,Healthy,1,0,0
C20137,Niharika Dey,Standard_20GB,702.31,1,T1007,T1007,28.610000621939115,77.29976806308876,Delhi,Healthy,0,0,0
C20138,Warda Sehgal,Standard_20GB,5913.56,68,T1039,T1039,28.57559611623694,77.18562856328342,Delhi,Healthy,0,0,0
C20139,Harsh Seth,Unlimited,6923.71,29,T1011,T1011,19.00641247153387,72.83795253569993,Mumbai,Healthy,1,0,1
C20140,Warda Wason,Unlimited,5091.41,68,T1013,T1013,13.01591161005511,80.20334529669032,Chennai,Healthy,0,0,0
C20141,Panini Rattan,Unlimited,4159.9,2,T1016,T1016,12.981535478694678,77.55241247636768,Bengaluru,Healthy,1,0,0
C20142,Bakhshi Garg,Unlimited,4826.11,57,T1039,T1039,28.57559611623694,77.18562856328342,Delhi,Healthy,0,0,0
C20143,Falan Purohit,Premium_100GB,2921.04,12,T1048,T1048,19.129969470149558,72.88423945036011,Mumbai,Healthy,0,0,1
C20144,Urvi Garg,Standard_20GB,6295.98,14,T1047,T1047,19.091529343236644,72.86963493972571,Mumbai,Healthy,0,0,0
C20145,Brijesh Pai,Premium_100GB,3917.91,45,T1044,T1044,28.6071416758286,77.1576108996647,Delhi,Unhealthy,0,1,0
C20146,Noah Barad,Premium_100GB,7323.45,44,T1035,T1035,28.53740991908231,77.20763735769783,Delhi,Healthy,0,0,0
C20147,Ayushman Kar,Basic_5GB,1454.87,57,T1002,T1002,12.961702667587774,77.59965517818893,Bengaluru,Healthy,1,0,0
C20148,Kamala Patla,Basic_5GB,2315.37,19,T1034,T1034,28.52821554211284,77.25885676527254,Delhi,Unhealthy,0,1,0
C20149,Jackson Dey,Basic_5GB,3913.39,9,T1013,T1013,13.01591161005511,80.20334529669032,Chennai,Healthy,0,0,0
C20150,Aryan Wali,Basic_5GB,3828.98,19,T1047,T1047,19.091529343236644,72.86963493972571,Mumbai,Healthy,0,0,0
C20151,Om Natarajan,Standard_20GB,5384.44,4,T1045,T1045,19.041617030288958,72.94805647557712,Mumbai,Healthy,0,0,0
C20152,Balendra Ramaswamy,Standard_20GB,6113.05,22,T1006,T1006,13.042623276281724,80.23720852431478,Chennai,Healthy,0,0,0
C20153,Azad Parmer,Standard_20GB,2248.34,64,T1011,T1011,19.00641247153387,72.83795253569993,Mumbai,Healthy,1,0,0
C20154,Yatin Raghavan,Standard_20GB,7075.35,42,T1048,T1048,19.129969470149558,72.88423945036011,Mumbai,Healthy,0,0,0
C20155,Sanya Ganesan,Standard_20GB,996.02,56,T1027,T1027,19.079402149123208,72.91569286619138,Mumbai,Healthy,0,0,0
C20156,Krishna Jani,Standard_20GB,5317.78,36,T1036,T1036,28.51231226115647,77.16809191568898,Delhi,Healthy,0,0,0
C20157,Benjamin Pradhan,Premium_100GB,6359.55,6,T1000,T1000,19.041812178251856,72.9302714580966,Mumbai,Healthy,0,0,1
C20158,Urvashi Devan,Unlimited,4145.51,38,T1039,T1039,28.57559611623694,77.18562856328342,Delhi,Healthy,0,0,0
C20159,Rayaan Kota,Basic_5GB,7492.7,32,T1047,T1047,19.091529343236644,72.86963493972571,Mumbai,Healthy,0,0,0
C20160,Aadhya Nayar,Unlimited,7613.31,24,T1010,T1010,13.027407874069294,80.26537542842367,Chennai,Unhealthy,0,1,0
C20161,Chandani Banik,Premium_100GB,1106.31,46,T1008,T1008,12.93990344119929,77.62464901721242,Bengaluru,Healthy,0,0,0
C20162,Indrajit Kunda,Basic_5GB,6690.29,30,T1004,T1004,13.00034409162078,77.55642614044618,Bengaluru,Healthy,0,0,1
C20163,Chavvi Badami,Standard_20GB,466.25,9,T1035,T1035,28.53740991908231,77.20763735769783,Delhi,Healthy,0,0,0
C20164,Janya Pal,Unlimited,1606.38,63,T1022,T1022,28.570299130145017,77.1258696041448,Delhi,Healthy,0,0,0
C20165,Pavani Mohanty,Standard_20GB,649.85,17,T1009,T1009,19.07128836279437,72.86222737490004,Mumbai,Unhealthy,0,1,0
C20166,Krishna Saraf,Standard_20GB,4828.28,70,T1032,T1032,28.51312326199266,77.12862480666897,Delhi,Healthy,0,0,0
C20167,Girik Solanki,Standard_20GB,2605.04,19,T1002,T1002,12.961702667587774,77.59965517818893,Bengaluru,Healthy,1,0,1
C20168,Chaitaly Loyal,Basic_5GB,6523.64,7,T1008,T1008,12.93990344119929,77.62464901721242,Bengaluru,Healthy,0,0,0
C20169,Aarush Uppal,Standard_20GB,4980.37,32,T1019,T1019,28.60387565720649,77.13121231134181,Delhi,Healthy,0,0,0
C20170,Jackson Gopal,Premium_100GB,5993.74,12,T1037,T1037,28.52690785937098,77.2997725096253,Delhi,Healthy,0,0,0
C20171,Matthew Dara,Unlimited,5808.78,42,T1018,T1018,13.016560059757204,77.56755670675297,Bengaluru,Unhealthy,0,1,0
C20172,Faqid Datta,Premium_100GB,2550.22,37,T1048,T1048,19.129969470149558,72.88423945036011,Mumbai,Healthy,0,0,0
C20173,Nilima Kari,Premium_100GB,5506.37,48,T1030,T1030,12.99871592770494,77.62670506809408,Bengaluru,Healthy,1,0,1
C20174,Lavanya Sathe,Basic_5GB,4403.22,31,T1007,T1007,28.610000621939115,77.29976806308876,Delhi,Healthy,0,0,0
C20175,Faraj Parmer,Unlimited,4631.02,50,T1002,T1002,12.961702667587774,77.59965517818893,Bengaluru,Healthy,1,0,0
C20176,Ethan Ahuja,Premium_100GB,4824.63,58,T1020,T1020,28.50278945562401,77.26156907446276,Delhi,Healthy,0,0,0
C20177,Manan Dhillon,Premium_100GB,3993.6,40,T1043,T1043,12.993855983198662,77.6259189313666,Bengaluru,Healthy,1,0,0
C20178,Meghana Sharma,Unlimited,6014.26,39,T1031,T1031,19.111136234270827,72.83193144170211,Mumbai,Healthy,0,0,0
C20179,Alexander Bal,Unlimited,4595.18,15,T1027,T1027,19.079402149123208,72.91569286619138,Mumbai,Healthy,0,0,0
C20180,Aayush Chowdhury,Unlimited,6186.13,40,T1002,T1002,12.961702667587774,77.59965517818893,Bengaluru,Healthy,1,0,0
C20181,Anirudh Saha,Premium_100GB,2696.74,53,T1004,T1004,13.00034409162078,77.55642614044618,Bengaluru,Healthy,0,0,0
C20182,Devansh Sastry,Premium_100GB,4647.36,10,T1006,T1006,13.042623276281724,80.23720852431478,Chennai,Healthy,0,0,0
C20183,Mahika Andra,Standard_20GB,6451.57,67,T1040,T1040,19.12596670726637,72.88051027309317,Mumbai,Healthy,0,0,0
C20184,Pratyush Khosla,Basic_5GB,5231.46,35,T1025,T1025,28.509918874028973,77.29217705038093,Delhi,Unhealthy,0,1,1
C20185,Finn Dewan,Basic_5GB,1469.89,33,T1018,T1018,13.016560059757204,77.56755670675297,Bengaluru,Unhealthy,0,1,0
C20186,Nitara Nayak,Unlimited,3157.4,40,T1025,T1025,28.509918874028973,77.29217705038093,Delhi,Unhealthy,0,1,0
C20187,Ansh Ray,Premium_100GB,5708.37,64,T1018,T1018,13.016560059757204,77.56755670675297,Bengaluru,Unhealthy,0,1,0
C20188,Onkar Sachdeva,Standard_20GB,7857.16,41,T1033,T1033,19.147865118274986,72.93988551203643,Mumbai,Healthy,0,0,0
C20189,Garima Shenoy,Premium_100GB,3606.48,61,T1000,T1000,19.041812178251856,72.9302714580966,Mumbai,Healthy,0,0,0
C20190,Ronith Balakrishnan,Premium_100GB,846.68,47,T1003,T1003,12.954368465260934,77.59563002387812,Bengaluru,Healthy,0,0,0
C20191,Vanya Varughese,Basic_5GB,7300.86,23,T1014,T1014,13.05420059965723,80.25816516160235,Chennai,Healthy,0,0,0
C20192,Lucky Wagle,Premium_100GB,1923.57,28,T1027,T1027,19.079402149123208,72.91569286619138,Mumbai,Healthy,0,0,0
C20193,Mohammed Gera,Premium_100GB,3430.51,3,T1048,T1048,19.129969470149558,72.88423945036011,Mumbai,Healthy,0,0,0
C20194,Banjeet Palla,Standard_20GB,3814.87,1,T1035,T1035,28.53740991908231,77.20763735769783,Delhi,Healthy,0,0,0
C20195,Maanav Borah,Standard_20GB,3050.37,61,T1019,T1019,28.60387565720649,77.13121231134181,Delhi,Healthy,0,0,0
C20196,Udarsh Lall,Basic_5GB,1511.64,25,T1018,T1018,13.016560059757204,77.56755670675297,Bengaluru,Unhealthy,0,1,0
C20197,Michael Mander,Premium_100GB,4589.52,12,T1047,T1047,19.091529343236644,72.86963493972571,Mumbai,Healthy,0,0,0
C20198,Ishita Menon,Basic_5GB,2743.21,40,T1046,T1046,28.587758677810275,77.21375286662766,Delhi,Unhealthy,0,1,0
C20199,Sara Lal,Unlimited,3236.89,6,T1001,T1001,28.53352426257309,77.129087049642,Delhi,Healthy,0,0,0
C20200,Jasmit Manne,Unlimited,6576.69,16,T1015,T1015,19.095481599030936,72.8056778156077,Mumbai,Healthy,0,0,0
